Instruction Count, 0-0-0 Time
2, 0-0-0 0:00:00
2, 0-0-0 0:00:00
2, 0-0-0 0:00:00
2, 0-0-0 0:00:00
2, 0-0-0 0:00:00
2, 0-0-0 0:00:00
3, 0-0-0 0:00:00
4, 0-0-0 0:00:00
4, 0-0-0 0:00:00
5, 0-0-0 0:00:00
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
1, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
3, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
4, 0-0-0 0:00:00.010000
5, 0-0-0 0:00:00.010000
5, 0-0-0 0:00:00.010000
5, 0-0-0 0:00:00.010000
5, 0-0-0 0:00:00.010000
5, 0-0-0 0:00:00.010000
5, 0-0-0 0:00:00.010000
5, 0-0-0 0:00:00.010000
5, 0-0-0 0:00:00.010000
5, 0-0-0 0:00:00.010000
6, 0-0-0 0:00:00.010000
6, 0-0-0 0:00:00.010000
6, 0-0-0 0:00:00.010000
6, 0-0-0 0:00:00.010000
6, 0-0-0 0:00:00.010000
6, 0-0-0 0:00:00.010000
6, 0-0-0 0:00:00.010000
6, 0-0-0 0:00:00.010000
6, 0-0-0 0:00:00.010000
6, 0-0-0 0:00:00.010000
6, 0-0-0 0:00:00.010000
6, 0-0-0 0:00:00.010000
6, 0-0-0 0:00:00.010000
7, 0-0-0 0:00:00.010000
8, 0-0-0 0:00:00.010000
8, 0-0-0 0:00:00.010000
12, 0-0-0 0:00:00.010000
12, 0-0-0 0:00:00.010000
13, 0-0-0 0:00:00.010000
2, 0-0-0 0:00:00.020000
2, 0-0-0 0:00:00.020000
2, 0-0-0 0:00:00.020000
3, 0-0-0 0:00:00.020000
4, 0-0-0 0:00:00.020000
4, 0-0-0 0:00:00.020000
4, 0-0-0 0:00:00.020000
4, 0-0-0 0:00:00.020000
5, 0-0-0 0:00:00.020000
5, 0-0-0 0:00:00.020000
5, 0-0-0 0:00:00.020000
6, 0-0-0 0:00:00.020000
6, 0-0-0 0:00:00.020000
6, 0-0-0 0:00:00.020000
6, 0-0-0 0:00:00.020000
6, 0-0-0 0:00:00.020000
7, 0-0-0 0:00:00.020000
7, 0-0-0 0:00:00.020000
7, 0-0-0 0:00:00.020000
8, 0-0-0 0:00:00.020000
8, 0-0-0 0:00:00.020000
8, 0-0-0 0:00:00.020000
8, 0-0-0 0:00:00.020000
8, 0-0-0 0:00:00.020000
8, 0-0-0 0:00:00.020000
8, 0-0-0 0:00:00.020000
8, 0-0-0 0:00:00.020000
8, 0-0-0 0:00:00.020000
8, 0-0-0 0:00:00.020000
8, 0-0-0 0:00:00.020000
8, 0-0-0 0:00:00.020000
8, 0-0-0 0:00:00.020000
9, 0-0-0 0:00:00.020000
10, 0-0-0 0:00:00.020000
10, 0-0-0 0:00:00.020000
10, 0-0-0 0:00:00.020000
10, 0-0-0 0:00:00.020000
11, 0-0-0 0:00:00.020000
12, 0-0-0 0:00:00.020000
13, 0-0-0 0:00:00.020000
14, 0-0-0 0:00:00.020000
14, 0-0-0 0:00:00.020000
14, 0-0-0 0:00:00.020000
15, 0-0-0 0:00:00.020000
15, 0-0-0 0:00:00.020000
15, 0-0-0 0:00:00.020000
16, 0-0-0 0:00:00.020000
17, 0-0-0 0:00:00.020000
17, 0-0-0 0:00:00.020000
17, 0-0-0 0:00:00.020000
18, 0-0-0 0:00:00.020000
18, 0-0-0 0:00:00.020000
2, 0-0-0 0:00:00.030000
3, 0-0-0 0:00:00.030000
3, 0-0-0 0:00:00.030000
3, 0-0-0 0:00:00.030000
5, 0-0-0 0:00:00.030000
5, 0-0-0 0:00:00.030000
5, 0-0-0 0:00:00.030000
6, 0-0-0 0:00:00.030000
9, 0-0-0 0:00:00.030000
10, 0-0-0 0:00:00.030000
10, 0-0-0 0:00:00.030000
11, 0-0-0 0:00:00.030000
11, 0-0-0 0:00:00.030000
12, 0-0-0 0:00:00.030000
13, 0-0-0 0:00:00.030000
13, 0-0-0 0:00:00.030000
13, 0-0-0 0:00:00.030000
13, 0-0-0 0:00:00.030000
13, 0-0-0 0:00:00.030000
13, 0-0-0 0:00:00.030000
14, 0-0-0 0:00:00.030000
14, 0-0-0 0:00:00.030000
15, 0-0-0 0:00:00.030000
15, 0-0-0 0:00:00.030000
15, 0-0-0 0:00:00.030000
15, 0-0-0 0:00:00.030000
15, 0-0-0 0:00:00.030000
15, 0-0-0 0:00:00.030000
15, 0-0-0 0:00:00.030000
16, 0-0-0 0:00:00.030000
16, 0-0-0 0:00:00.030000
16, 0-0-0 0:00:00.030000
16, 0-0-0 0:00:00.030000
16, 0-0-0 0:00:00.030000
16, 0-0-0 0:00:00.030000
16, 0-0-0 0:00:00.030000
16, 0-0-0 0:00:00.030000
16, 0-0-0 0:00:00.030000
20, 0-0-0 0:00:00.030000
20, 0-0-0 0:00:00.030000
1, 0-0-0 0:00:00.040000
1, 0-0-0 0:00:00.040000
1, 0-0-0 0:00:00.040000
1, 0-0-0 0:00:00.040000
2, 0-0-0 0:00:00.040000
2, 0-0-0 0:00:00.040000
2, 0-0-0 0:00:00.040000
2, 0-0-0 0:00:00.040000
2, 0-0-0 0:00:00.040000
2, 0-0-0 0:00:00.040000
2, 0-0-0 0:00:00.040000
2, 0-0-0 0:00:00.040000
2, 0-0-0 0:00:00.040000
2, 0-0-0 0:00:00.040000
2, 0-0-0 0:00:00.040000
2, 0-0-0 0:00:00.040000
3, 0-0-0 0:00:00.040000
3, 0-0-0 0:00:00.040000
3, 0-0-0 0:00:00.040000
3, 0-0-0 0:00:00.040000
3, 0-0-0 0:00:00.040000
3, 0-0-0 0:00:00.040000
3, 0-0-0 0:00:00.040000
3, 0-0-0 0:00:00.040000
3, 0-0-0 0:00:00.040000
4, 0-0-0 0:00:00.040000
4, 0-0-0 0:00:00.040000
4, 0-0-0 0:00:00.040000
4, 0-0-0 0:00:00.040000
4, 0-0-0 0:00:00.040000
4, 0-0-0 0:00:00.040000
4, 0-0-0 0:00:00.040000
4, 0-0-0 0:00:00.040000
4, 0-0-0 0:00:00.040000
4, 0-0-0 0:00:00.040000
5, 0-0-0 0:00:00.040000
5, 0-0-0 0:00:00.040000
5, 0-0-0 0:00:00.040000
5, 0-0-0 0:00:00.040000
5, 0-0-0 0:00:00.040000
6, 0-0-0 0:00:00.040000
8, 0-0-0 0:00:00.040000
8, 0-0-0 0:00:00.040000
8, 0-0-0 0:00:00.040000
9, 0-0-0 0:00:00.040000
10, 0-0-0 0:00:00.040000
13, 0-0-0 0:00:00.040000
14, 0-0-0 0:00:00.040000
15, 0-0-0 0:00:00.040000
15, 0-0-0 0:00:00.040000
16, 0-0-0 0:00:00.040000
16, 0-0-0 0:00:00.040000
16, 0-0-0 0:00:00.040000
16, 0-0-0 0:00:00.040000
16, 0-0-0 0:00:00.040000
16, 0-0-0 0:00:00.040000
16, 0-0-0 0:00:00.040000
17, 0-0-0 0:00:00.040000
17, 0-0-0 0:00:00.040000
17, 0-0-0 0:00:00.040000
17, 0-0-0 0:00:00.040000
17, 0-0-0 0:00:00.040000
19, 0-0-0 0:00:00.040000
20, 0-0-0 0:00:00.040000
20, 0-0-0 0:00:00.040000
20, 0-0-0 0:00:00.040000
20, 0-0-0 0:00:00.040000
20, 0-0-0 0:00:00.040000
20, 0-0-0 0:00:00.040000
21, 0-0-0 0:00:00.040000
21, 0-0-0 0:00:00.040000
21, 0-0-0 0:00:00.040000
21, 0-0-0 0:00:00.040000
21, 0-0-0 0:00:00.040000
21, 0-0-0 0:00:00.040000
21, 0-0-0 0:00:00.040000
22, 0-0-0 0:00:00.040000
22, 0-0-0 0:00:00.040000
23, 0-0-0 0:00:00.040000
23, 0-0-0 0:00:00.040000
23, 0-0-0 0:00:00.040000
24, 0-0-0 0:00:00.040000
24, 0-0-0 0:00:00.040000
25, 0-0-0 0:00:00.040000
32, 0-0-0 0:00:00.040000
1, 0-0-0 0:00:00.050000
1, 0-0-0 0:00:00.050000
1, 0-0-0 0:00:00.050000
2, 0-0-0 0:00:00.050000
2, 0-0-0 0:00:00.050000
2, 0-0-0 0:00:00.050000
3, 0-0-0 0:00:00.050000
3, 0-0-0 0:00:00.050000
4, 0-0-0 0:00:00.050000
4, 0-0-0 0:00:00.050000
4, 0-0-0 0:00:00.050000
4, 0-0-0 0:00:00.050000
4, 0-0-0 0:00:00.050000
4, 0-0-0 0:00:00.050000
4, 0-0-0 0:00:00.050000
4, 0-0-0 0:00:00.050000
5, 0-0-0 0:00:00.050000
5, 0-0-0 0:00:00.050000
5, 0-0-0 0:00:00.050000
5, 0-0-0 0:00:00.050000
6, 0-0-0 0:00:00.050000
6, 0-0-0 0:00:00.050000
6, 0-0-0 0:00:00.050000
6, 0-0-0 0:00:00.050000
6, 0-0-0 0:00:00.050000
6, 0-0-0 0:00:00.050000
6, 0-0-0 0:00:00.050000
6, 0-0-0 0:00:00.050000
7, 0-0-0 0:00:00.050000
7, 0-0-0 0:00:00.050000
7, 0-0-0 0:00:00.050000
7, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
8, 0-0-0 0:00:00.050000
9, 0-0-0 0:00:00.050000
9, 0-0-0 0:00:00.050000
9, 0-0-0 0:00:00.050000
10, 0-0-0 0:00:00.050000
10, 0-0-0 0:00:00.050000
12, 0-0-0 0:00:00.050000
15, 0-0-0 0:00:00.050000
20, 0-0-0 0:00:00.050000
20, 0-0-0 0:00:00.050000
20, 0-0-0 0:00:00.050000
20, 0-0-0 0:00:00.050000
20, 0-0-0 0:00:00.050000
21, 0-0-0 0:00:00.050000
21, 0-0-0 0:00:00.050000
21, 0-0-0 0:00:00.050000
24, 0-0-0 0:00:00.050000
24, 0-0-0 0:00:00.050000
26, 0-0-0 0:00:00.050000
26, 0-0-0 0:00:00.050000
1, 0-0-0 0:00:00.060000
2, 0-0-0 0:00:00.060000
2, 0-0-0 0:00:00.060000
2, 0-0-0 0:00:00.060000
4, 0-0-0 0:00:00.060000
4, 0-0-0 0:00:00.060000
4, 0-0-0 0:00:00.060000
5, 0-0-0 0:00:00.060000
6, 0-0-0 0:00:00.060000
7, 0-0-0 0:00:00.060000
8, 0-0-0 0:00:00.060000
8, 0-0-0 0:00:00.060000
8, 0-0-0 0:00:00.060000
8, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
9, 0-0-0 0:00:00.060000
11, 0-0-0 0:00:00.060000
11, 0-0-0 0:00:00.060000
11, 0-0-0 0:00:00.060000
15, 0-0-0 0:00:00.060000
15, 0-0-0 0:00:00.060000
16, 0-0-0 0:00:00.060000
16, 0-0-0 0:00:00.060000
18, 0-0-0 0:00:00.060000
21, 0-0-0 0:00:00.060000
21, 0-0-0 0:00:00.060000
22, 0-0-0 0:00:00.060000
23, 0-0-0 0:00:00.060000
25, 0-0-0 0:00:00.060000
29, 0-0-0 0:00:00.060000
2, 0-0-0 0:00:00.070000
3, 0-0-0 0:00:00.070000
6, 0-0-0 0:00:00.070000
8, 0-0-0 0:00:00.070000
8, 0-0-0 0:00:00.070000
9, 0-0-0 0:00:00.070000
9, 0-0-0 0:00:00.070000
9, 0-0-0 0:00:00.070000
9, 0-0-0 0:00:00.070000
9, 0-0-0 0:00:00.070000
15, 0-0-0 0:00:00.070000
15, 0-0-0 0:00:00.070000
18, 0-0-0 0:00:00.070000
21, 0-0-0 0:00:00.070000
2, 0-0-0 0:00:00.080000
3, 0-0-0 0:00:00.080000
4, 0-0-0 0:00:00.080000
4, 0-0-0 0:00:00.080000
8, 0-0-0 0:00:00.080000
8, 0-0-0 0:00:00.080000
9, 0-0-0 0:00:00.080000
9, 0-0-0 0:00:00.080000
9, 0-0-0 0:00:00.080000
9, 0-0-0 0:00:00.080000
9, 0-0-0 0:00:00.080000
10, 0-0-0 0:00:00.080000
11, 0-0-0 0:00:00.080000
12, 0-0-0 0:00:00.080000
19, 0-0-0 0:00:00.080000
20, 0-0-0 0:00:00.080000
20, 0-0-0 0:00:00.080000
26, 0-0-0 0:00:00.080000
26, 0-0-0 0:00:00.080000
29, 0-0-0 0:00:00.080000
3, 0-0-0 0:00:00.090000
8, 0-0-0 0:00:00.090000
9, 0-0-0 0:00:00.090000
10, 0-0-0 0:00:00.090000
11, 0-0-0 0:00:00.090000
11, 0-0-0 0:00:00.090000
13, 0-0-0 0:00:00.090000
26, 0-0-0 0:00:00.090000
26, 0-0-0 0:00:00.090000
26, 0-0-0 0:00:00.090000
35, 0-0-0 0:00:00.090000
39, 0-0-0 0:00:00.090000
4, 0-0-0 0:00:00.100000
7, 0-0-0 0:00:00.100000
8, 0-0-0 0:00:00.100000
8, 0-0-0 0:00:00.100000
9, 0-0-0 0:00:00.100000
9, 0-0-0 0:00:00.100000
9, 0-0-0 0:00:00.100000
12, 0-0-0 0:00:00.100000
17, 0-0-0 0:00:00.100000
21, 0-0-0 0:00:00.100000
24, 0-0-0 0:00:00.100000
26, 0-0-0 0:00:00.100000
26, 0-0-0 0:00:00.100000
26, 0-0-0 0:00:00.100000
26, 0-0-0 0:00:00.100000
26, 0-0-0 0:00:00.100000
26, 0-0-0 0:00:00.100000
26, 0-0-0 0:00:00.100000
26, 0-0-0 0:00:00.100000
26, 0-0-0 0:00:00.100000
26, 0-0-0 0:00:00.100000
26, 0-0-0 0:00:00.100000
34, 0-0-0 0:00:00.100000
40, 0-0-0 0:00:00.100000
7, 0-0-0 0:00:00.110000
8, 0-0-0 0:00:00.110000
9, 0-0-0 0:00:00.110000
9, 0-0-0 0:00:00.110000
11, 0-0-0 0:00:00.110000
16, 0-0-0 0:00:00.110000
19, 0-0-0 0:00:00.110000
19, 0-0-0 0:00:00.110000
20, 0-0-0 0:00:00.110000
26, 0-0-0 0:00:00.110000
26, 0-0-0 0:00:00.110000
26, 0-0-0 0:00:00.110000
26, 0-0-0 0:00:00.110000
26, 0-0-0 0:00:00.110000
26, 0-0-0 0:00:00.110000
31, 0-0-0 0:00:00.110000
38, 0-0-0 0:00:00.110000
8, 0-0-0 0:00:00.120000
8, 0-0-0 0:00:00.120000
8, 0-0-0 0:00:00.120000
8, 0-0-0 0:00:00.120000
10, 0-0-0 0:00:00.120000
11, 0-0-0 0:00:00.120000
16, 0-0-0 0:00:00.120000
17, 0-0-0 0:00:00.120000
24, 0-0-0 0:00:00.120000
26, 0-0-0 0:00:00.120000
26, 0-0-0 0:00:00.120000
26, 0-0-0 0:00:00.120000
26, 0-0-0 0:00:00.120000
26, 0-0-0 0:00:00.120000
28, 0-0-0 0:00:00.120000
5, 0-0-0 0:00:00.130000
6, 0-0-0 0:00:00.130000
8, 0-0-0 0:00:00.130000
8, 0-0-0 0:00:00.130000
8, 0-0-0 0:00:00.130000
9, 0-0-0 0:00:00.130000
12, 0-0-0 0:00:00.130000
20, 0-0-0 0:00:00.130000
23, 0-0-0 0:00:00.130000
26, 0-0-0 0:00:00.130000
26, 0-0-0 0:00:00.130000
28, 0-0-0 0:00:00.130000
29, 0-0-0 0:00:00.130000
32, 0-0-0 0:00:00.130000
43, 0-0-0 0:00:00.130000
3, 0-0-0 0:00:00.140000
6, 0-0-0 0:00:00.140000
6, 0-0-0 0:00:00.140000
6, 0-0-0 0:00:00.140000
7, 0-0-0 0:00:00.140000
7, 0-0-0 0:00:00.140000
9, 0-0-0 0:00:00.140000
11, 0-0-0 0:00:00.140000
21, 0-0-0 0:00:00.140000
26, 0-0-0 0:00:00.140000
26, 0-0-0 0:00:00.140000
28, 0-0-0 0:00:00.140000
40, 0-0-0 0:00:00.140000
5, 0-0-0 0:00:00.150000
7, 0-0-0 0:00:00.150000
7, 0-0-0 0:00:00.150000
8, 0-0-0 0:00:00.150000
9, 0-0-0 0:00:00.150000
9, 0-0-0 0:00:00.150000
9, 0-0-0 0:00:00.150000
21, 0-0-0 0:00:00.150000
21, 0-0-0 0:00:00.150000
21, 0-0-0 0:00:00.150000
23, 0-0-0 0:00:00.150000
24, 0-0-0 0:00:00.150000
26, 0-0-0 0:00:00.150000
26, 0-0-0 0:00:00.150000
26, 0-0-0 0:00:00.150000
26, 0-0-0 0:00:00.150000
31, 0-0-0 0:00:00.150000
35, 0-0-0 0:00:00.150000
39, 0-0-0 0:00:00.150000
9, 0-0-0 0:00:00.160000
9, 0-0-0 0:00:00.160000
25, 0-0-0 0:00:00.160000
26, 0-0-0 0:00:00.160000
27, 0-0-0 0:00:00.160000
40, 0-0-0 0:00:00.160000
48, 0-0-0 0:00:00.160000
6, 0-0-0 0:00:00.170000
7, 0-0-0 0:00:00.170000
9, 0-0-0 0:00:00.170000
9, 0-0-0 0:00:00.170000
9, 0-0-0 0:00:00.170000
21, 0-0-0 0:00:00.170000
24, 0-0-0 0:00:00.170000
24, 0-0-0 0:00:00.170000
29, 0-0-0 0:00:00.170000
30, 0-0-0 0:00:00.170000
6, 0-0-0 0:00:00.180000
6, 0-0-0 0:00:00.180000
9, 0-0-0 0:00:00.180000
9, 0-0-0 0:00:00.180000
9, 0-0-0 0:00:00.180000
9, 0-0-0 0:00:00.180000
24, 0-0-0 0:00:00.180000
45, 0-0-0 0:00:00.180000
7, 0-0-0 0:00:00.190000
9, 0-0-0 0:00:00.190000
12, 0-0-0 0:00:00.190000
20, 0-0-0 0:00:00.190000
31, 0-0-0 0:00:00.190000
31, 0-0-0 0:00:00.190000
36, 0-0-0 0:00:00.190000
5, 0-0-0 0:00:00.200000
6, 0-0-0 0:00:00.200000
9, 0-0-0 0:00:00.200000
11, 0-0-0 0:00:00.200000
14, 0-0-0 0:00:00.200000
22, 0-0-0 0:00:00.200000
22, 0-0-0 0:00:00.200000
28, 0-0-0 0:00:00.200000
48, 0-0-0 0:00:00.200000
6, 0-0-0 0:00:00.210000
9, 0-0-0 0:00:00.210000
14, 0-0-0 0:00:00.210000
17, 0-0-0 0:00:00.210000
28, 0-0-0 0:00:00.210000
31, 0-0-0 0:00:00.210000
44, 0-0-0 0:00:00.210000
24, 0-0-0 0:00:00.220000
25, 0-0-0 0:00:00.220000
26, 0-0-0 0:00:00.220000
48, 0-0-0 0:00:00.220000
48, 0-0-0 0:00:00.220000
50, 0-0-0 0:00:00.220000
7, 0-0-0 0:00:00.230000
10, 0-0-0 0:00:00.230000
14, 0-0-0 0:00:00.230000
17, 0-0-0 0:00:00.230000
21, 0-0-0 0:00:00.230000
36, 0-0-0 0:00:00.230000
38, 0-0-0 0:00:00.230000
22, 0-0-0 0:00:00.240000
28, 0-0-0 0:00:00.240000
6, 0-0-0 0:00:00.250000
13, 0-0-0 0:00:00.250000
25, 0-0-0 0:00:00.250000
37, 0-0-0 0:00:00.250000
40, 0-0-0 0:00:00.250000
47, 0-0-0 0:00:00.250000
48, 0-0-0 0:00:00.250000
7, 0-0-0 0:00:00.260000
32, 0-0-0 0:00:00.260000
40, 0-0-0 0:00:00.260000
7, 0-0-0 0:00:00.270000
12, 0-0-0 0:00:00.270000
17, 0-0-0 0:00:00.270000
34, 0-0-0 0:00:00.270000
45, 0-0-0 0:00:00.270000
